CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE,,,CAR_ID,CAR_NAME,CAR_MAKER,CAR_MAKE_YEAR,CAR_PRICE
,E439214140,20,1581140,2021-09-06,,,,,,,
,S993709882,7,378777,2021-03-28,,,,,,,
,C633404888,17,314092,2021-02-20,,,,,,,
,G142738053,16,932368,2021-06-20,,,,,,,
,P511871292,21,1479051,2021-02-05,,,,,,,
,D348188468,25,397375,2021-01-16,,,,,,,
,O126363356,21,283983,2021-04-23,,,,,,,
,L960764107,6,334818,2021-03-22,,,,,,,
,C647998314,9,755415,2021-11-20,,,,,,,
,V628891543,18,869274,2021-07-29,,,,,,,
,R538283140,4,50420,2021-03-03,,,,,,,
,C670209583,2,141782,2021-10-15,,,,,,,
,H220824678,6,488652,2021-10-08,,,,,,,
,H433423845,3,16557,2021-09-25,,,,,,,
,Y531854286,27,2440962,2021-07-27,,,,,,,
,Y964414601,21,1016169,2021-01-19,,,,,,,
,H957206787,11,921888,2021-05-17,,,,,,,
,S806187736,13,1046396,2021-12-06,,,,,,,
,X333735463,21,1412964,2021-09-03,,,,,,,
,X478195768,13,513513,2021-11-08,,,,,,,
,S513001278,12,777540,2021-07-28,,,,,,,
,B547320719,3,55347,2021-11-16,,,,,,,
,C304398698,4,192184,2021-08-05,,,,,,,
,G940289043,21,1475502,2021-12-12,,,,,,,
,W177054398,20,1949480,2021-05-25,,,,,,,
,K219569383,29,2613509,2021-02-27,,,,,,,
,K496502540,13,1288144,2021-10-25,,,,,,,
,J456097220,7,235480,2021-12-06,,,,,,,
,E237993517,19,834575,2021-03-24,,,,,,,
,O985700236,3,276063,2021-04-01,,,,,,,
,F983336578,7,680323,2021-11-12,,,,,,,
,C375200856,1,32686,2021-09-27,,,,,,,
,E212325485,8,623584,2021-09-06,,,,,,,
,C647821765,4,337400,2021-03-27,,,,,,,
,L504298571,19,833207,2021-04-27,,,,,,,
,B018346499,23,2286453,2021-08-08,,,,,,,
,L144390657,18,747558,2021-09-24,,,,,,,
,W627998236,14,730856,2021-05-15,,,,,,,
,T338673690,28,80724,2021-07-21,,,,,,,
,U195532449,28,2583728,2021-01-28,,,,,,,
,Q275599011,6,367794,2021-09-20,,,,,,,
,U480695741,29,1043971,2021-02-13,,,,,,,
,B368741407,3,286917,2021-02-15,,,,,,,
,A444700900,18,1741104,2021-09-13,,,,,,,
,Y141924972,22,1436336,2021-03-13,,,,,,,
,H618072743,9,258912,2021-04-03,,,,,,,
,R776416412,1,84168,2021-10-24,,,,,,,
,V798707875,23,416346,2021-05-12,,,,,,,
,O502901405,22,772244,2021-01-25,,,,,,,
,T629832223,16,739568,2021-07-29,,,,,,,
,U449146077,28,2625924,2021-06-01,,,,,,,
,C120654890,13,992381,2021-07-09,,,,,,,
,P335043999,21,796299,2021-06-26,,,,,,,
,N575791329,2,175452,2021-12-09,,,,,,,
,U602075933,1,71539,2021-07-29,,,,,,,
,P222000440,16,363120,2021-12-26,,,,,,,
,F650427154,9,677817,2021-10-25,,,,,,,
,C692656818,28,350756,2021-02-18,,,,,,,
,R882412954,6,250056,2021-11-06,,,,,,,
,A468883603,12,614220,2021-06-08,,,,,,,
,G994569414,16,1482240,2021-01-20,,,,,,,
,X478195768,7,276507,2021-04-02,,,,,,,
,O482969425,9,372177,2021-07-12,,,,,,,
,K219569383,21,1892541,2021-02-03,,,,,,,
,V897288233,11,436051,2021-06-30,,,,,,,
,G821038534,29,2217630,2021-04-18,,,,,,,
,I000309561,18,1259838,2021-02-20,,,,,,,
,A580579654,24,690432,2021-06-12,,,,,,,
,P713807057,26,1051882,2021-08-13,,,,,,,
,S082131198,25,2468275,2021-03-24,,,,,,,
,J815969329,2,149050,2021-05-02,,,,,,,
,M194680066,26,461968,2021-07-13,,,,,,,
,R342961335,17,967725,2021-09-01,,,,,,,
,M943487957,5,485085,2021-01-04,,,,,,,
,I977809955,21,1005165,2021-03-13,,,,,,,
,V030398847,24,1868976,2021-07-22,,,,,,,
,F582803310,18,1269144,2021-03-25,,,,,,,
,X581279438,1,74105,2021-03-10,,,,,,,
,V401335506,29,1168903,2021-05-12,,,,,,,
,R176415300,6,470952,2021-09-28,,,,,,,
,X347177369,17,988448,2021-05-12,,,,,,,
,D508647407,2,42268,2021-04-01,,,,,,,
,G940289043,27,1897074,2021-01-04,,,,,,,
,G988240777,11,982399,2021-09-05,,,,,,,
,F173403811,14,434616,2021-06-19,,,,,,,
,L840061218,17,1634873,2021-06-21,,,,,,,
,N259778916,7,69440,2021-09-25,,,,,,,
,K219569383,14,1261694,2021-10-02,,,,,,,
,F657366749,21,868350,2021-02-05,,,,,,,
,R145944006,11,17259,2021-08-29,,,,,,,
,P702142151,29,2257505,2021-01-14,,,,,,,
,F650068521,12,491616,2021-08-09,,,,,,,
,F073599766,25,1312025,2021-12-07,,,,,,,
,U409952614,10,372620,2021-07-01,,,,,,,
,T186807809,23,921725,2021-03-27,,,,,,,
,V053300636,12,659784,2021-01-02,,,,,,,
,A228947734,26,1455090,2021-04-16,,,,,,,
,B482485011,9,82242,2021-08-27,,,,,,,
,Y141924972,11,718168,2021-12-21,,,,,,,
,Q892763697,7,127183,2021-03-16,,,,,,,
,X460676864,24,1180776,2021-02-27,,,,,,,
,U267427652,16,293952,2021-11-17,,,,,,,
,R588450315,12,147120,2021-03-26,,,,,,,
,S834123388,9,609921,2021-01-11,,,,,,,
,H237881012,12,705468,2021-05-24,,,,,,,
,I966527332,25,1876200,2021-08-25,,,,,,,
,P626455908,2,33376,2021-09-05,,,,,,,
,P926378923,7,467250,2021-09-21,,,,,,,
,I911549650,20,537480,2021-02-13,,,,,,,
,N380701156,15,1415130,2021-05-23,,,,,,,
,V287532763,9,665406,2021-07-17,,,,,,,
,N954067387,23,317354,2021-10-25,,,,,,,
,B198396987,12,443124,2021-11-12,,,,,,,
,D104907146,22,366542,2021-10-15,,,,,,,
,Q112016639,29,904916,2021-06-24,,,,,,,
,X581279438,4,296420,2021-07-01,,,,,,,
,C085082552,30,2912910,2021-06-16,,,,,,,
,O646710947,27,843912,2021-07-30,,,,,,,
,L065474930,21,826413,2021-12-18,,,,,,,
,Y579409230,1,88255,2021-05-30,,,,,,,
,J084575704,7,694904,2021-08-25,,,,,,,
,R459140924,11,919765,2021-11-23,,,,,,,
,V602852900,23,2113240,2021-08-18,,,,,,,
,Z298650762,6,46014,2021-08-22,,,,,,,
,I042029649,15,1354950,2021-11-19,,,,,,,
,L636418777,26,2289118,2021-03-02,,,,,,,
,P631422045,24,662712,2021-05-15,,,,,,,
,I519074181,25,1364100,2021-07-30,,,,,,,
,L708776341,28,568848,2021-09-23,,,,,,,
,B254108403,28,2420516,2021-03-21,,,,,,,
,D747892885,27,2491830,2021-07-11,,,,,,,
,S993709882,16,865776,2021-04-18,,,,,,,
,N948004508,6,491670,2021-03-19,,,,,,,
,S629510692,3,121194,2021-10-17,,,,,,,
,N330988361,30,179310,2021-04-12,,,,,,,
,N392819870,17,1621460,2021-07-26,,,,,,,
,U602075933,28,2003092,2021-05-08,,,,,,,
,V602852900,21,1929480,2021-09-16,,,,,,,
,L776796466,24,613608,2021-09-25,,,,,,,
,M811372016,6,10170,2021-05-30,,,,,,,
,P783213929,8,193936,2021-01-25,,,,,,,
,X422570317,15,1117335,2021-10-30,,,,,,,
,E650661266,29,509617,2021-02-05,,,,,,,
,Q640027190,26,1150942,2021-04-01,,,,,,,
,H797052807,11,272173,2021-11-07,,,,,,,
,S027552319,11,503217,2021-09-19,,,,,,,
,Y182660926,1,62381,2021-12-08,,,,,,,
,X880159119,14,1116206,2021-01-20,,,,,,,
,I000309561,27,1889757,2021-05-14,,,,,,,
,K294839640,29,691998,2021-06-22,,,,,,,
,G295849836,5,231850,2021-07-14,,,,,,,
,G123356987,5,177620,2021-02-16,,,,,,,
,P598605230,30,2573820,2021-05-30,,,,,,,
,N634132805,28,1190868,2021-05-07,,,,,,,
,Y641628884,21,1674099,2021-12-23,,,,,,,
,B633357219,16,1584816,2021-02-13,,,,,,,
,F490375577,6,532416,2021-01-01,,,,,,,
,B855115307,3,74007,2021-03-07,,,,,,,
,P713807057,5,202285,2021-05-21,,,,,,,
,U801239842,10,518640,2021-04-03,,,,,,,
,Y492161934,5,233110,2021-10-29,,,,,,,
,A595952402,16,1272912,2021-10-20,,,,,,,
,Y964414601,7,338723,2021-11-15,,,,,,,
,G055573166,25,870750,2021-09-16,,,,,,,
,J877656098,6,536274,2021-06-30,,,,,,,
,L306953388,8,18176,2021-10-08,,,,,,,
,X007877659,22,228646,2021-01-22,,,,,,,
,Z488013552,2,63506,2021-02-25,,,,,,,
,R045212163,28,442092,2021-07-24,,,,,,,
,T188620217,21,1348263,2021-02-18,,,,,,,
,M811372016,28,47460,2021-05-27,,,,,,,
,Z128252466,20,810980,2021-06-08,,,,,,,
,Y566951563,7,249669,2021-10-09,,,,,,,
,W706567633,23,439645,2021-11-05,,,,,,,
,C661008057,30,1914870,2021-03-30,,,,,,,
,W976725699,25,1738025,2021-10-03,,,,,,,
,J815969329,15,1117875,2021-07-16,,,,,,,
,Z128252466,27,1094823,2021-12-14,,,,,,,
,O892921644,14,101444,2021-09-01,,,,,,,
,V010582306,8,596216,2021-08-11,,,,,,,
,B547320719,13,239837,2021-07-06,,,,,,,
,B546304353,7,231238,2021-12-19,,,,,,,
,U480695741,10,359990,2021-04-22,,,,,,,
,P246723579,23,2045574,2021-06-24,,,,,,,
,R479335556,10,48790,2021-06-21,,,,,,,
,F318267263,23,1332022,2021-10-16,,,,,,,
,L065474930,4,157412,2021-03-23,,,,,,,
,C264312257,22,1211012,2021-06-11,,,,,,,
,R459140924,8,668920,2021-04-25,,,,,,,
,S720565277,6,379446,2021-02-20,,,,,,,
,C042489337,9,290349,2021-07-16,,,,,,,
,J853207340,18,1098450,2021-01-20,,,,,,,
,H307902379,9,838071,2021-05-11,,,,,,,
,O154986055,23,2167359,2021-02-18,,,,,,,
,O516198682,8,405376,2021-06-26,,,,,,,
,A731878913,24,1919976,2021-10-28,,,,,,,
,J853207340,22,1342550,2021-05-20,,,,,,,
,A606895442,5,146005,2021-09-07,,,,,,,
,E928878967,7,589519,2021-06-30,,,,,,,
,D747181561,26,2234284,2021-04-26,,,,,,,
,E908328547,29,35322,2021-04-22,,,,,,,
,D747892885,26,2399540,2021-11-11,,,,,,,
,H866453209,6,314994,2021-01-21,,,,,,,
,P461233551,27,1166994,2021-01-02,,,,,,,
,U480695741,4,143996,2021-09-26,,,,,,,
,N903170547,25,1482400,2021-11-21,,,,,,,
,S802255447,21,525399,2021-06-06,,,,,,,
,H433910994,30,2404980,2021-04-16,,,,,,,
,G399765948,8,747648,2021-08-01,,,,,,,
,S806187736,13,1046396,2021-12-05,,,,,,,
,W825671125,1,35004,2021-02-01,,,,,,,
,C237831319,21,110586,2021-06-20,,,,,,,
,V617712197,12,717024,2021-08-11,,,,,,,
,B926164119,10,866660,2021-06-17,,,,,,,
,V466222140,13,939796,2021-06-13,,,,,,,
,D953245086,20,509800,2021-09-28,,,,,,,
,Z917939740,6,356628,2021-03-02,,,,,,,
,J195103144,3,266337,2021-03-19,,,,,,,
,T629832223,29,1340467,2021-02-09,,,,,,,
,M387720089,29,2832459,2021-07-14,,,,,,,
,R357513591,29,104719,2021-02-13,,,,,,,
,B783139563,8,782040,2021-05-29,,,,,,,
,M033667876,15,1215870,2021-05-04,,,,,,,
,O502901405,16,561632,2021-07-02,,,,,,,
,H220824678,3,244326,2021-06-21,,,,,,,
,V982691755,14,36890,2021-12-08,,,,,,,
,N330988361,24,143448,2021-09-15,,,,,,,
,O787758959,25,1829625,2021-12-21,,,,,,,
,Z093709864,4,253772,2021-02-19,,,,,,,
,N490876449,13,979056,2021-06-16,,,,,,,
,A595952402,10,795570,2021-02-07,,,,,,,
,G661171237,23,819283,2021-11-06,,,,,,,
,M033667876,1,81058,2021-09-24,,,,,,,
,G661171237,25,890525,2021-12-04,,,,,,,
,S337412274,21,621243,2021-02-22,,,,,,,
,T538134172,10,364330,2021-05-19,,,,,,,
,G245179103,16,56640,2021-06-09,,,,,,,
,N856957614,6,444312,2021-06-06,,,,,,,
,E962969762,12,585624,2021-04-16,,,,,,,
,E648622675,16,139904,2021-11-18,,,,,,,
,G994569414,20,1852800,2021-03-01,,,,,,,
,Y613538164,8,512072,2021-03-13,,,,,,,
,N655665247,19,1183586,2021-12-18,,,,,,,
,S207311845,28,2652748,2021-12-20,,,,,,,
,S729006635,15,1094040,2021-08-28,,,,,,,
,E033775266,8,700112,2021-04-17,,,,,,,
,N634132805,27,1148337,2021-06-14,,,,,,,
,S834123388,24,1626456,2021-12-22,,,,,,,
,D636790778,21,612507,2021-11-04,,,,,,,
,I042029649,1,90330,2021-03-14,,,,,,,
,A382490538,2,133876,2021-08-22,,,,,,,
,F510555806,21,568071,2021-06-06,,,,,,,
,C498228694,24,597312,2021-04-19,,,,,,,
,Q554464601,15,335430,2021-11-15,,,,,,,
,V333586969,14,727566,2021-03-02,,,,,,,
,O646710947,2,62512,2021-04-20,,,,,,,
,A861146672,18,1194930,2021-05-23,,,,,,,
,F573128915,17,532899,2021-05-14,,,,,,,
,Z221263507,8,119424,2021-01-16,,,,,,,
,P044144927,4,26716,2021-09-11,,,,,,,
,S173852567,29,2880773,2021-05-10,,,,,,,
,A243637392,13,293904,2021-10-30,,,,,,,
,U330932532,26,1848912,2021-02-23,,,,,,,
,K219569383,16,1441936,2021-11-26,,,,,,,
,V680613595,5,329685,2021-06-02,,,,,,,
,J834892150,2,199210,2021-08-27,,,,,,,
,T394178361,20,347000,2021-04-13,,,,,,,
,A010767385,28,420840,2021-08-08,,,,,,,
,B089717170,23,1139213,2021-06-23,,,,,,,
,U990309396,6,388914,2021-11-08,,,,,,,
,W336315175,25,2469875,2021-08-22,,,,,,,
,G429441950,9,637227,2021-10-20,,,,,,,
,F650427154,6,451878,2021-09-23,,,,,,,
,T832737926,28,2371432,2021-05-24,,,,,,,
,P631023343,18,23256,2021-05-26,,,,,,,
,K585663062,27,1146555,2021-07-27,,,,,,,
,E286975003,1,61056,2021-12-28,,,,,,,
,E439214140,8,632456,2021-12-13,,,,,,,
,G679706104,29,998383,2021-04-23,,,,,,,
,D136469511,2,188036,2021-04-05,,,,,,,
,U793064742,27,2602206,2021-11-05,,,,,,,
,G930346104,30,1115760,2021-09-09,,,,,,,
,G820110350,12,996912,2021-09-15,,,,,,,
,S466601896,20,907460,2021-11-27,,,,,,,
,Q933955346,2,119772,2021-08-30,,,,,,,
,E908328547,5,6090,2021-06-14,,,,,,,
,L290012773,20,994880,2021-04-18,,,,,,,
,D104907146,10,166610,2021-10-23,,,,,,,
,U801239842,20,1037280,2021-05-13,,,,,,,
,O663336224,28,1185884,2021-04-09,,,,,,,
,V230132362,4,207284,2021-07-10,,,,,,,
,H870694072,4,87804,2021-02-14,,,,,,,
,R308840841,1,79422,2021-08-29,,,,,,,
,C278445126,28,2566928,2021-04-26,,,,,,,
,V287532763,13,961142,2021-08-28,,,,,,,
,Y937472721,28,719096,2021-08-28,,,,,,,
,C502625116,16,635648,2021-10-10,,,,,,,
,I019914614,14,86632,2021-10-25,,,,,,,
,G306245598,14,1300236,2021-08-11,,,,,,,
,E599401013,4,323200,2021-08-02,,,,,,,
,F895991476,20,1275020,2021-11-06,,,,,,,
,Y636652899,20,974040,2021-05-21,,,,,,,
,D066878020,3,200073,2021-09-25,,,,,,,
,R232083239,28,2129652,2021-12-11,,,,,,,
,M848371534,22,1236202,2021-12-11,,,,,,,
,S255811793,15,186435,2021-01-14,,,,,,,
,S493682362,2,68202,2021-07-10,,,,,,,
,A844092346,4,40504,2021-02-19,,,,,,,
,U288325031,12,934188,2021-04-09,,,,,,,
,B053739247,27,1075869,2021-08-15,,,,,,,
,B018346499,24,2385864,2021-04-14,,,,,,,
,B329912694,10,527350,2021-11-19,,,,,,,
,K060441678,11,757053,2021-04-15,,,,,,,
,H645206822,10,649920,2021-05-25,,,,,,,
,O963740725,18,1632996,2021-07-20,,,,,,,
,J699515866,16,1346656,2021-01-30,,,,,,,
,G940289043,22,1545764,2021-02-24,,,,,,,
,K355649848,19,1872963,2021-02-10,,,,,,,
,K525466793,9,894942,2021-12-30,,,,,,,
,R535609618,24,398352,2021-12-06,,,,,,,
,R943562673,11,385517,2021-04-08,,,,,,,
,P494002797,17,1376779,2021-09-01,,,,,,,
,Y716982804,20,641500,2021-06-18,,,,,,,
,W900686286,11,528748,2021-05-27,,,,,,,
,L527089852,18,1367694,2021-12-14,,,,,,,
,C637282030,5,235415,2021-02-20,,,,,,,
,G265673900,2,31798,2021-08-07,,,,,,,
,E650661266,13,228449,2021-12-03,,,,,,,
,D243680166,15,1276350,2021-11-16,,,,,,,
,G820110350,19,1578444,2021-07-13,,,,,,,
,Q794367626,21,1141476,2021-12-04,,,,,,,
,R997976567,27,1601802,2021-02-10,,,,,,,
,A452880887,20,262340,2021-02-28,,,,,,,
,V067743277,5,495330,2021-11-02,,,,,,,
,H092799721,22,1792428,2021-09-30,,,,,,,
,W349969931,19,498636,2021-04-14,,,,,,,
,X536101175,21,166152,2021-05-26,,,,,,,
,F335789993,12,565380,2021-08-04,,,,,,,
,C498228694,2,49776,2021-12-03,,,,,,,
,H014938554,18,1384200,2021-11-21,,,,,,,
,G061880603,20,869980,2021-07-14,,,,,,,
,J791418503,26,1413438,2021-06-17,,,,,,,
,Z545966983,23,1465491,2021-08-28,,,,,,,
,G768792448,23,318320,2021-08-24,,,,,,,
,P797498994,15,991830,2021-05-12,,,,,,,
,L213503697,3,121035,2021-06-20,,,,,,,
,U112516740,17,1203617,2021-04-03,,,,,,,
,C375200856,5,163430,2021-08-02,,,,,,,
,Y579409230,28,2471140,2021-04-18,,,,,,,
,V680613595,25,1648425,2021-12-25,,,,,,,
,X131004086,14,828464,2021-09-24,,,,,,,
,J560658148,13,489567,2021-05-08,,,,,,,
,P236689160,4,194088,2021-12-11,,,,,,,
,K038228761,12,762984,2021-07-10,,,,,,,
,L840061218,26,2500394,2021-05-09,,,,,,,
,F341769064,16,1543600,2021-06-01,,,,,,,
,C122385066,12,1116900,2021-03-09,,,,,,,
,S802255447,24,600456,2021-01-15,,,,,,,
,V053300636,7,384874,2021-03-02,,,,,,,
,P599487816,24,637968,2021-07-17,,,,,,,
,F490375577,5,443680,2021-05-05,,,,,,,
,V798707875,19,343938,2021-09-23,,,,,,,
,V287532763,10,739340,2021-07-08,,,,,,,
